"Time (s) Messreihe #1","Voltage, Ch A (V) Messreihe #1","Voltage, Ch B (V) Messreihe #1"
9.300,1.355,-4.763E-4
9.350,1.357,-0.001
9.400,1.375,-6.094E-4
9.450,1.374,-0.001
9.500,1.371,-5.435E-4
9.550,1.371,-0.001
9.600,1.371,-4.556E-4
9.650,1.371,-0.001
9.700,1.371,-5.337E-4
9.750,1.376,-0.001
9.800,1.393,-4.873E-4
9.850,1.405,-0.001
9.900,1.424,-5.398E-4
9.950,1.435,-0.001
10.000,1.444,-2.529E-4
10.050,1.469,-0.001
10.100,1.479,-4.727E-4
10.150,1.490,-0.001
10.200,1.499,-3.994E-4
10.250,1.500,-0.001
10.300,1.506,-7.485E-4
10.350,1.508,-0.001
10.400,1.514,-2.212E-4
10.450,1.525,-9.963E-4
10.500,1.539,-4.482E-4
10.550,1.551,-0.001
10.600,1.562,-3.823E-4
10.650,1.568,-0.001
10.700,1.576,-3.494E-4
10.750,1.592,-0.001
10.800,1.603,-6.252E-4
10.850,1.610,-0.001
10.900,1.616,-3.848E-4
10.950,1.623,-8.535E-4
11.000,1.639,-2.810E-4
11.050,1.651,-0.001
11.100,1.666,-2.383E-4
11.150,1.669,-0.001
11.200,1.670,-3.530E-4
11.250,1.674,-0.001
11.300,1.674,-3.384E-4
11.350,1.677,-0.001
11.400,1.685,-5.313E-4
11.450,1.692,-0.001
11.500,1.705,-2.686E-6
11.550,1.722,-0.001
11.600,1.730,-1.516E-4
11.650,1.744,-0.001
11.700,1.760,-2.090E-4
11.750,1.774,-0.001
11.800,1.780,-3.604E-4
11.850,1.796,-9.695E-4
11.900,1.839,-5.020E-4
11.950,1.839,-0.001
12.000,1.840,-1.748E-4
12.050,1.839,-0.001
12.100,1.839,-4.800E-4
12.150,1.840,-8.499E-4
12.200,1.840,-4.165E-4
12.250,1.846,-0.001
12.300,1.897,-2.761E-4
12.350,1.948,-9.194E-4
12.400,1.988,-3.140E-4
12.450,2.025,-9.646E-4
12.500,2.042,-2.688E-4
12.550,2.049,-0.001
12.600,2.063,-4.568E-4
12.650,2.087,-9.451E-4
12.700,2.103,-1.418E-4
12.750,2.114,-9.414E-4
12.800,2.124,-4.678E-4
12.850,2.135,-0.001
12.900,2.143,-3.320E-5
12.950,2.154,-8.120E-4
13.000,2.171,-2.566E-4
13.050,2.183,-0.001
13.100,2.196,-1.367E-5
13.150,2.211,-9.292E-4
13.200,2.222,-2.139E-4
13.250,2.234,-8.816E-4
13.300,2.251,-1.870E-4
13.350,2.267,-8.657E-4
13.400,2.276,-3.018E-4
13.450,2.286,-9.182E-4
13.500,2.298,-7.471E-5
13.550,2.314,-0.001
13.600,2.328,-8.813E-5
13.650,2.340,-8.547E-4
13.700,2.346,6.323E-5
13.750,2.349,-7.363E-4
13.800,2.355,1.121E-4
13.850,2.372,-9.634E-4
13.900,2.412,-2.700E-4
13.950,2.429,-7.803E-4
14.000,2.429,-1.028E-4
14.050,2.429,-6.924E-4
14.100,2.429,-1.211E-4
14.150,2.429,-8.437E-4
14.200,2.429,1.560E-4
14.250,2.429,-8.145E-4
14.300,2.429,-8.569E-5
14.350,2.429,-8.523E-4
14.400,2.439,-4.177E-4
14.450,2.463,-8.303E-4
14.500,2.489,-5.762E-5
14.550,2.519,-7.974E-4
14.600,2.541,-2.566E-4
14.650,2.575,-8.645E-4
14.700,2.595,3.501E-4
14.750,2.604,-7.974E-4
14.800,2.619,-1.675E-4
14.850,2.645,-8.279E-4
14.900,2.675,1.414E-4
14.950,2.694,-0.001
15.000,2.710,-2.297E-4
15.050,2.725,-6.289E-4
15.100,2.743,2.585E-4
15.150,2.768,-6.631E-4
15.200,2.803,1.230E-4
15.250,2.840,-6.082E-4
15.300,2.866,-6.348E-6
15.350,2.883,-9.573E-4
15.400,2.898,-2.832E-5
15.450,2.912,-8.450E-4
15.500,2.931,3.782E-4
15.550,2.959,-8.376E-4
15.600,3.001,-1.611E-5
15.650,3.034,-9.573E-4
15.700,3.061,2.317E-4
15.750,3.070,-7.070E-4
15.800,3.075,1.562E-5
15.850,3.074,-4.995E-4
15.900,3.088,2.524E-4
15.950,3.108,-7.559E-4
16.000,3.131,-9.058E-5
16.050,3.139,-4.727E-4
16.100,3.140,3.196E-4
16.150,3.139,-0.001
16.200,3.140,2.000E-4
16.250,3.139,-8.413E-4
16.300,3.139,-1.467E-4
16.350,3.140,-4.824E-4
16.400,3.140,5.552E-4
16.450,3.139,-8.535E-4
16.500,3.139,2.622E-4
16.550,3.140,-6.008E-4
16.600,3.160,1.011E-4
16.650,3.192,-6.130E-4
16.700,3.220,2.500E-4
16.750,3.250,-6.204E-4
16.800,3.323,3.721E-4
16.850,3.301,-7.021E-4
16.900,3.316,3.330E-4
16.950,3.334,-7.119E-4
17.000,3.363,2.195E-4
17.050,3.381,-5.093E-4
17.100,3.397,1.182E-4
17.150,3.417,-1.443E-4
17.200,3.431,2.073E-4
17.250,3.442,-5.105E-4
17.300,3.503,1.841E-4
17.350,3.498,-6.021E-4
17.400,3.535,1.902E-4
17.450,3.517,-6.411E-4
17.500,3.518,2.783E-5
17.550,3.516,-5.142E-4
17.600,3.517,-6.250E-5
17.650,3.537,-8.010E-4
17.700,3.553,4.417E-4
17.750,3.568,-4.043E-4
17.800,3.577,1.584E-4
17.850,3.583,-6.814E-4
17.900,3.584,2.671E-4
17.950,3.602,-6.375E-4
18.000,3.614,3.516E-5
18.050,3.626,-5.715E-4
18.100,3.638,1.353E-4
18.150,3.642,-6.558E-4
18.200,3.641,2.817E-4
18.250,3.641,-6.704E-4
18.300,3.639,1.218E-4
18.350,3.639,-5.923E-4
18.400,3.639,3.403E-4
18.450,3.639,-3.384E-4
18.500,3.639,5.002E-4
18.550,3.639,-1.760E-4
18.600,3.639,3.342E-4
18.650,3.639,-4.946E-4
18.700,3.638,3.159E-4
18.750,3.629,-4.788E-4
18.800,3.625,-3.320E-5
18.850,3.621,-5.532E-4
18.900,3.592,-7.837E-5
18.950,3.571,-8.657E-4
19.000,3.570,3.403E-4
19.050,3.565,-8.547E-4
19.100,3.550,3.953E-4
19.150,3.532,-7.644E-4
19.200,3.514,4.343E-4
19.250,3.509,-2.639E-4
19.300,3.506,1.011E-4
19.350,3.489,-5.972E-4
19.400,3.461,3.562E-4
19.450,3.442,-2.883E-4
19.500,3.434,4.612E-4
19.550,3.432,-5.142E-4
19.600,3.424,2.659E-4
19.650,3.415,-5.203E-4
19.700,3.402,5.820E-4
19.750,3.380,-3.542E-4
19.800,3.365,4.917E-4
19.850,3.355,-3.579E-4
19.900,3.342,5.173E-4
19.950,3.331,-3.665E-4
20.000,3.316,3.171E-4
20.050,3.303,-6.777E-4
20.100,3.300,2.451E-4
20.150,3.291,-5.361E-4
20.200,3.289,3.049E-4
20.250,3.288,-6.057E-4
20.300,3.285,5.247E-4
20.350,3.280,-5.154E-4
20.400,3.271,2.085E-4
20.450,3.264,-3.298E-4
20.500,3.252,3.342E-4
20.550,3.245,-4.312E-4
20.600,3.243,3.953E-4
20.650,3.243,-5.349E-4
20.700,3.243,3.660E-4
20.750,3.243,-6.179E-4
20.800,3.243,3.818E-4
20.850,3.243,-6.692E-4
20.900,3.245,2.390E-4
20.950,3.221,-5.972E-4
21.000,3.185,4.429E-4
21.050,3.146,-9.048E-4
21.100,3.117,1.792E-4
21.150,3.090,-2.651E-4
21.200,3.071,2.903E-4
21.250,3.061,-6.667E-4
21.300,3.055,9.009E-5
21.350,3.053,-6.887E-4
21.400,3.047,3.672E-4
21.450,3.045,-3.469E-4
21.500,3.043,-1.733E-5
21.550,3.036,-5.105E-4
21.600,3.033,2.537E-4
21.650,3.030,-6.021E-4
21.700,3.018,7.788E-5
21.750,3.004,-5.544E-4
21.800,2.991,3.855E-4
21.850,2.976,-4.934E-4
21.900,2.964,2.830E-4
21.950,2.953,-5.898E-4
22.000,2.946,5.222E-4
22.050,2.937,-5.410E-4
22.100,2.931,1.914E-4
22.150,2.923,-5.850E-4
22.200,2.916,6.445E-5
22.250,2.908,-4.922E-4
22.300,2.890,6.016E-4
22.350,2.875,-5.862E-4
22.400,2.861,2.173E-5
22.450,2.852,-5.264E-4
22.500,2.834,-4.785E-5
22.550,2.813,-5.959E-4
22.600,2.801,2.952E-4
22.650,2.795,-6.130E-4
22.700,2.791,2.793E-4
22.750,2.784,-4.873E-4
22.800,2.777,4.380E-4
22.850,2.766,-5.410E-4
22.900,2.762,3.159E-4
22.950,2.758,-5.862E-4
23.000,2.745,2.634E-4
23.050,2.736,-6.069E-4
23.100,2.726,3.843E-4
23.150,2.725,-6.497E-4
23.200,2.725,4.258E-4
23.250,2.724,-5.435E-4
23.300,2.724,1.780E-4
23.350,2.724,-6.667E-4
23.400,2.724,2.329E-4
23.450,2.725,-2.285E-4
23.500,2.724,4.099E-4
23.550,2.726,-6.912E-4
23.600,2.717,5.112E-4
23.650,2.686,-2.261E-4
23.700,2.659,4.514E-4
23.750,2.628,-5.032E-4
23.800,2.608,3.330E-4
23.850,2.601,-6.301E-4
23.900,2.596,3.452E-4
23.950,2.590,-4.897E-4
24.000,2.586,4.980E-5
24.050,2.576,-6.509E-4
24.100,2.564,1.658E-4
24.150,2.554,-6.191E-4
24.200,2.526,4.307E-4
24.250,2.499,-6.436E-4
24.300,2.481,5.381E-4
24.350,2.477,-6.021E-4
24.400,2.476,5.417E-4
24.450,2.465,-5.996E-4
24.500,2.458,1.499E-4
24.550,2.446,-5.056E-4
24.600,2.435,7.114E-4
24.650,2.429,-5.166E-4
24.700,2.413,4.478E-4
24.750,2.400,-5.398E-4
24.800,2.397,1.548E-4
24.850,2.393,-4.360E-4
24.900,2.381,3.220E-4
24.950,2.370,-6.228E-4
25.000,2.362,5.198E-4
25.050,2.353,-4.055E-4
25.100,2.343,1.743E-4
25.150,2.340,-6.143E-4
25.200,2.333,4.526E-4
25.250,2.319,-6.375E-4
25.300,2.298,-1.855E-5
25.350,2.284,-6.814E-4
25.400,2.272,1.829E-4
25.450,2.265,-8.145E-4
25.500,2.260,4.880E-4
25.550,2.251,-6.045E-4
25.600,2.248,3.367E-4
25.650,2.244,-7.070E-4
25.700,2.231,2.744E-4
25.750,2.216,-6.143E-4
25.800,2.210,3.452E-4
25.850,2.209,-4.128E-4
25.900,2.202,3.110E-4
25.950,2.187,-4.849E-4
26.000,2.170,3.184E-4
26.050,2.165,-3.958E-4
26.100,2.161,3.721E-4
26.150,2.146,-8.096E-4
26.200,2.134,-1.345E-4
26.250,2.131,-6.863E-4
26.300,2.127,3.928E-4
26.350,2.117,-5.264E-4
26.400,2.105,5.259E-4
26.450,2.094,-3.872E-4
26.500,2.082,6.248E-4
26.550,2.074,-5.972E-4
26.600,2.073,4.404E-4
26.650,2.073,-5.093E-4
26.700,2.079,2.488E-4
26.750,2.080,-4.104E-4
26.800,2.077,1.340E-4
26.850,2.077,-6.777E-4
26.900,2.078,3.330E-4
26.950,2.077,-6.362E-4
27.000,2.077,1.560E-4
27.050,2.078,-6.606E-4
27.100,2.071,4.673E-4
27.150,2.039,-2.407E-4
27.200,2.000,1.194E-4
27.250,1.981,-4.934E-4
27.300,1.965,5.833E-4
27.350,1.948,-2.603E-4
27.400,1.930,5.039E-4
27.450,1.920,-8.621E-4
27.500,1.914,5.796E-4
27.550,1.913,-4.653E-4
27.600,1.906,2.402E-4
27.650,1.896,-2.676E-4
27.700,1.889,1.670E-4
27.750,1.886,-3.250E-4
27.800,1.874,4.221E-4
27.850,1.858,-3.250E-4
27.900,1.839,3.501E-4
27.950,1.831,-6.558E-4
28.000,1.825,5.771E-4
28.050,1.822,-2.126E-4
28.100,1.811,4.221E-4
28.150,1.791,-4.006E-4
28.200,1.774,5.234E-4
28.250,1.766,-6.497E-4
28.300,1.762,3.684E-4
28.350,1.757,-9.058E-5
28.400,1.739,4.673E-4
28.450,1.733,-2.456E-4
28.500,1.729,3.757E-4
28.550,1.724,-4.250E-4
28.600,1.716,2.158E-4
28.650,1.713,-3.933E-4
28.700,1.708,1.719E-4
28.750,1.706,-6.387E-4
28.800,1.703,2.793E-4
28.850,1.702,-6.716E-4
28.900,1.697,5.442E-4
28.950,1.697,-5.679E-4
29.000,1.689,3.293E-4
29.050,1.683,-2.114E-4
29.100,1.683,1.108E-4
29.150,1.675,-5.813E-4
29.200,1.679,1.987E-4
29.250,1.679,-5.825E-4
29.300,1.679,3.843E-4
29.350,1.679,-3.982E-4
29.400,1.678,-1.367E-5
29.450,1.679,-2.480E-4
29.500,1.679,1.951E-4
29.550,1.679,-1.602E-4
29.600,1.679,2.683E-4
29.650,1.678,-5.508E-4
29.700,1.663,5.515E-4
29.750,1.640,-4.531E-4
29.800,1.626,1.536E-4
29.850,1.625,-4.775E-4
29.900,1.624,4.368E-4
29.950,1.614,-1.858E-4
30.000,1.605,5.552E-4
30.050,1.596,-3.396E-4
30.100,1.586,6.394E-4
30.150,1.578,-6.497E-4
30.200,1.569,4.600E-4
30.250,1.557,-5.313E-4
30.300,1.547,4.673E-4
30.350,1.536,-6.033E-4
30.400,1.519,3.281E-4
30.450,1.499,-5.288E-4
30.500,1.487,4.307E-4
30.550,1.478,-4.348E-4
30.600,1.467,4.126E-5
30.650,1.457,-6.008E-4
30.700,1.447,2.231E-4
30.750,1.434,-4.971E-4
30.800,1.432,3.098E-4
30.850,1.433,-5.313E-4
30.900,1.435,2.170E-4
30.950,1.435,-5.178E-4
31.000,1.435,3.525E-4
31.050,1.435,-2.834E-4
31.100,1.434,1.597E-4
31.150,1.435,-5.898E-4
31.200,1.434,4.614E-5
31.250,1.433,-1.724E-4
31.300,1.447,4.075E-4
31.350,1.413,-2.371E-4
31.400,1.400,5.784E-4
31.450,1.377,-4.019E-4
31.500,1.355,5.906E-4
31.550,1.341,-4.177E-4
31.600,1.323,3.525E-4
31.650,1.320,-3.176E-4
31.700,1.309,5.430E-4
31.750,1.297,-4.446E-4
31.800,1.289,5.308E-4
31.850,1.283,-5.776E-4
31.900,1.276,2.964E-4
31.950,1.269,-6.362E-4
32.000,1.257,1.243E-4
32.050,1.252,-3.286E-4
32.100,1.238,2.854E-4
32.150,1.231,-1.858E-4
32.200,1.218,6.052E-4
32.250,1.215,-3.567E-4
32.300,1.215,1.340E-4
32.350,1.217,-2.871E-4
32.400,1.217,3.452E-4
32.450,1.217,-4.775E-4
32.500,1.217,4.722E-4
32.550,1.217,-3.213E-4
32.600,1.216,3.953E-4
32.650,1.195,-3.750E-4
32.700,1.189,4.307E-4
32.750,1.170,-4.419E-5
32.800,1.144,5.869E-4
32.850,1.132,-1.772E-4
32.900,1.124,5.979E-4
32.950,1.120,-3.616E-4
33.000,1.113,5.857E-4
33.050,1.108,-4.556E-4
33.100,1.098,4.771E-4
33.150,1.090,-6.960E-4
33.200,1.090,3.000E-4
33.250,1.090,-4.739E-4
33.300,1.089,3.159E-4
33.350,1.065,-5.996E-4
33.400,1.036,5.149E-4
33.450,1.023,-5.874E-4
33.500,1.024,3.818E-4
33.550,1.024,-5.068E-4
33.600,1.022,2.024E-4
33.650,1.010,-5.947E-4
33.700,1.002,4.600E-4
33.750,0.985,-6.912E-4
33.800,0.978,1.926E-4
33.850,0.978,-4.824E-4
33.900,0.978,1.816E-4
33.950,0.973,-5.496E-4
34.000,0.945,-5.518E-5
34.050,0.893,-6.631E-4
34.100,0.873,2.341E-4
34.150,0.869,-5.239E-4
34.200,0.863,1.096E-4
34.250,0.857,-6.228E-4
34.300,0.860,3.354E-4
34.350,0.862,-4.995E-4
34.400,0.862,3.367E-4
34.450,0.862,-2.834E-4
34.500,0.862,3.123E-4
34.550,0.862,-3.542E-4
34.600,0.829,3.611E-4
34.650,0.759,-8.010E-4
34.700,0.731,2.720E-4
34.750,0.717,-3.921E-4
34.800,0.698,3.647E-4
34.850,0.689,-4.226E-4
34.900,0.686,1.816E-4
34.950,0.667,-5.129E-4
35.000,0.641,3.586E-4
35.050,0.610,-6.484E-4
35.100,0.592,3.428E-4
35.150,0.582,-5.581E-4
35.200,0.567,8.765E-5
35.250,0.558,-4.775E-4
35.300,0.548,9.741E-5
35.350,0.531,-3.237E-4
35.400,0.520,6.052E-4
35.450,0.504,-2.954E-5
35.500,0.487,4.270E-4
35.550,0.475,-4.946E-4
35.600,0.465,4.038E-4
35.650,0.449,-4.946E-4
35.700,0.431,2.964E-4
35.750,0.409,-3.518E-4
35.800,0.395,4.478E-4
35.850,0.384,-4.763E-4
35.900,0.369,4.294E-4
35.950,0.360,-5.081E-4
36.000,0.346,2.561E-4
36.050,0.338,-5.654E-4
36.100,0.330,4.575E-4
36.150,0.324,-3.103E-4
36.200,0.320,2.195E-4
36.250,0.305,-5.764E-4
36.300,0.292,1.914E-4
36.350,0.282,-4.287E-4
36.400,0.268,2.427E-4
36.450,0.249,-4.507E-4
36.500,0.232,3.892E-4
36.550,0.227,-2.090E-4
36.600,0.220,2.646E-4
36.650,0.215,-5.288E-4
36.700,0.198,3.208E-4
36.750,0.172,-4.800E-4
36.800,0.149,5.405E-4
36.850,0.145,-8.157E-4
36.900,0.145,9.253E-5
36.950,0.145,-4.995E-4
37.000,0.145,3.843E-4
37.050,0.145,-5.190E-4
37.100,0.145,4.880E-4
37.150,0.145,-3.848E-4
37.200,0.106,4.185E-4
37.250,0.061,-5.654E-4
37.300,0.025,2.817E-4
37.350,0.013,-4.580E-4
37.400,0.006,6.113E-4
37.450,9.735E-4,-4.263E-4
37.500,-7.159E-4,9.741E-5
37.550,-4.230E-4,-1.992E-4
37.600,-5.121E-4,5.430E-4
37.650,-9.076E-4,-7.656E-4
37.700,-7.623E-4,2.427E-4
37.750,-4.254E-4,-2.236E-4
37.800,-7.343E-4,3.098E-4
37.850,-6.024E-4,-4.092E-4
37.900,-4.547E-4,5.442E-4
37.950,-6.317E-4,-4.690E-4
38.000,-4.901E-4,4.990E-4
38.050,-7.379E-4,-4.666E-4
38.100,-5.914E-4,3.538E-4
38.150,-6.744E-4,-4.897E-4
38.200,-5.914E-4,4.734E-4
38.250,-5.511E-4,-4.104E-4
38.300,-3.717E-4,5.869E-4
38.350,-4.706E-4,-3.591E-4
38.400,-4.974E-4,5.674E-4
38.450,-5.731E-4,-3.640E-4
38.500,-3.033E-4,6.516E-4
38.550,-2.167E-4,-1.296E-4
38.600,-1.898E-4,6.077E-4
38.650,-3.229E-4,-3.469E-4
38.700,-6.097E-4,3.916E-4
38.750,0.006,-1.699E-4
38.800,0.010,4.624E-4
38.850,0.010,-4.995E-4
38.900,0.010,4.429E-4
38.950,0.010,-4.629E-4
39.000,0.010,1.511E-4
39.050,0.010,-5.544E-4
39.100,-0.004,6.125E-4
39.150,-0.006,-3.787E-4
39.200,-0.007,2.842E-4
39.250,-0.006,-2.761E-4
39.300,-0.006,6.125E-4
39.350,-0.006,1.196E-5
39.400,-0.010,4.929E-4
39.450,-0.019,-3.311E-4
39.500,-0.025,6.321E-4
39.550,-0.026,-2.737E-4
39.600,-0.041,5.564E-4
39.650,-0.069,-2.236E-4
39.700,-0.107,5.344E-4
39.750,-0.140,-4.507E-4
39.800,-0.165,6.467E-4
39.850,-0.183,-3.005E-4
39.900,-0.216,4.270E-4
39.950,-0.263,-3.579E-4
40.000,-0.296,3.464E-4
40.050,-0.306,-4.177E-4
40.100,-0.312,4.185E-4
40.150,-0.318,-3.616E-4
40.200,-0.321,4.575E-4
40.250,-0.331,-4.263E-4
40.300,-0.344,5.027E-4
40.350,-0.364,-3.347E-4
40.400,-0.378,5.259E-4
40.450,-0.389,-1.553E-4
40.500,-0.407,5.747E-4
40.550,-0.439,-4.141E-4
40.600,-0.472,2.878E-4
40.650,-0.495,-2.737E-4
40.700,-0.509,5.198E-4
40.750,-0.510,-6.716E-4
40.800,-0.510,4.221E-4
40.850,-0.509,-1.833E-4
40.900,-0.510,5.991E-4
40.950,-0.510,-3.042E-4
41.000,-0.525,6.003E-4
41.050,-0.539,-3.445E-4
41.100,-0.560,4.319E-4
41.150,-0.586,-3.164E-4
41.200,-0.610,2.805E-4
41.250,-0.696,-2.896E-4
41.300,-0.675,5.759E-4
41.350,-0.678,-1.931E-4
41.400,-0.692,5.710E-4
41.450,-0.697,-4.702E-4
41.500,-0.707,6.797E-4
41.550,-0.727,-4.885E-4
41.600,-0.741,4.355E-4
41.650,-0.752,-3.079E-4
41.700,-0.760,4.392E-4
41.750,-0.769,-2.468E-4
41.800,-0.780,2.976E-4
41.850,-0.792,-3.347E-4
41.900,-0.804,4.148E-4
41.950,-0.818,-1.016E-4
42.000,-0.826,2.976E-4
42.050,-0.840,-3.564E-5
42.100,-0.859,5.027E-4
42.150,-0.875,-2.688E-4
42.200,-0.902,4.307E-4
42.250,-0.922,-4.202E-4
42.300,-0.948,9.006E-4
42.350,-0.966,-3.970E-4
42.400,-0.966,5.283E-4
42.450,-0.966,-4.907E-5
42.500,-0.966,5.430E-4
42.550,-0.964,-5.898E-4
42.600,-0.958,2.402E-4
42.650,-0.961,-4.495E-4
42.700,-0.962,3.879E-4
42.750,-0.978,-3.909E-4
42.800,-1.007,4.038E-4
42.850,-1.041,-3.030E-4
42.900,-1.057,5.820E-4
42.950,-1.065,-4.482E-4
43.000,-1.074,3.208E-4
43.050,-1.078,-5.273E-5
43.100,-1.095,5.271E-4
43.150,-1.105,-6.948E-4
43.200,-1.127,6.296E-4
43.250,-1.145,-1.333E-4
43.300,-1.158,3.831E-4
43.350,-1.171,-4.910E-4
43.400,-1.183,3.208E-4
43.450,-1.197,-4.043E-4
43.500,-1.210,5.234E-4
43.550,-1.217,-4.006E-4
43.600,-1.233,2.695E-4
43.650,-1.248,-1.724E-4
43.700,-1.265,3.538E-4
43.750,-1.278,-5.813E-4
43.800,-1.293,4.038E-4
43.850,-1.302,-6.460E-4
43.900,-1.313,6.675E-4
43.950,-1.334,-2.053E-4
44.000,-1.354,3.379E-4
44.050,-1.371,-3.713E-4
44.100,-1.381,5.015E-4
44.150,-1.389,-4.934E-4
44.200,-1.400,4.111E-4
44.250,-1.402,-3.433E-4
44.300,-1.402,6.882E-4
44.350,-1.400,-4.556E-4
44.400,-1.398,3.757E-4
44.450,-1.398,-3.494E-4
44.500,-1.397,2.988E-4
44.550,-1.395,-7.046E-4
44.600,-1.408,2.708E-4
44.650,-1.416,-5.105E-4
44.700,-1.447,3.904E-4
44.750,-1.464,-5.459E-4
44.800,-1.493,3.916E-4
44.850,-1.510,-3.091E-4
44.900,-1.518,4.063E-4
44.950,-1.534,-6.252E-4
