Record Length,2.500000e+03,,  -0.000001080000,  -4.80000,
Sample Interval,1.000000e-09,,  -0.000001079000,  -5.00000,
Trigger Point,1.080000000000e+03,,  -0.000001078000,  -5.00000,
,,,  -0.000001077000,  -4.80000,
,,,  -0.000001076000,  -4.60000,
,,,  -0.000001075000,  -4.80000,
Source,CH1,,  -0.000001074000,  -4.80000,
Vertical Units,V,,  -0.000001073000,  -4.80000,
Vertical Scale,5.000000e+00,,  -0.000001072000,  -4.80000,
Vertical Offset,1.400000e+00,,  -0.000001071000,  -4.80000,
Horizontal Units,s,,  -0.000001070000,  -4.80000,
Horizontal Scale,2.500000e-07,,  -0.000001069000,  -4.80000,
Pt Fmt,Y,,  -0.000001068000,  -4.80000,
Yzero,0.000000e+00,,  -0.000001067000,  -4.60000,
Probe Atten,1.000000e+00,,  -0.000001066000,  -4.80000,
Model Number,TDS1001B,,  -0.000001065000,  -4.60000,
Serial Number,C040194,,  -0.000001064000,  -4.80000,
Firmware Version,FV:v22.01,,  -0.000001063000,  -4.80000,
,,,-00.000001062000,  -4.80000,
,,,-00.000001061000,  -4.80000,
,,,-00.000001060000,  -4.80000,
,,,-00.000001059000,  -4.80000,
,,,-00.000001058000,  -4.80000,
,,,-00.000001057000,  -4.60000,
,,,-00.000001056000,  -4.80000,
,,,-00.000001055000,  -4.80000,
,,,-00.000001054000,  -5.00000,
,,,-00.000001053000,  -4.80000,
,,,-00.000001052000,  -4.80000,
,,,-00.000001051000,  -4.80000,
,,,-00.000001050000,  -4.80000,
,,,-00.000001049000,  -4.80000,
,,,-00.000001048000,  -4.80000,
,,,-00.000001047000,  -4.80000,
,,,-00.000001046000,  -4.80000,
,,,-00.000001045000,  -4.60000,
,,,-00.000001044000,  -4.80000,
,,,-00.000001043000,  -4.80000,
,,,-00.000001042000,  -4.80000,
,,,-00.000001041000,  -4.80000,
,,,-00.000001040000,  -5.00000,
,,,-00.000001039000,  -4.80000,
,,,-00.000001038000,  -4.40000,
,,,-00.000001037000,  -4.80000,
,,,-00.000001036000,  -4.80000,
,,,-00.000001035000,  -4.80000,
,,,-00.000001034000,  -4.80000,
,,,-00.000001033000,  -4.60000,
,,,-00.000001032000,  -4.60000,
,,,-00.000001031000,  -4.80000,
,,,-00.000001030000,  -4.60000,
,,,-00.000001029000,  -4.60000,
,,,-00.000001028000,  -4.80000,
,,,-00.000001027000,  -4.80000,
,,,-00.000001026000,  -4.60000,
,,,-00.000001025000,  -4.80000,
,,,-00.000001024000,  -4.80000,
,,,-00.000001023000,  -4.80000,
,,,-00.000001022000,  -5.00000,
,,,-00.000001021000,  -4.80000,
,,,-00.000001020000,  -4.80000,
,,,-00.000001019000,  -4.80000,
,,,-00.000001018000,  -4.60000,
,,,-00.000001017000,  -4.80000,
,,,-00.000001016000,  -4.60000,
,,,-00.000001015000,  -4.80000,
,,,-00.000001014000,  -4.80000,
,,,-00.000001013000,  -4.80000,
,,,-00.000001012000,  -4.80000,
,,,-00.000001011000,  -4.80000,
,,,-00.000001010000,  -4.80000,
,,,-00.000001009000,  -4.80000,
,,,-00.000001008000,  -4.80000,
,,,-00.000001007000,  -4.60000,
,,,-00.000001006000,  -4.60000,
,,,-00.000001005000,  -4.80000,
,,,-00.000001004000,  -4.80000,
,,,-00.000001003000,  -4.80000,
,,,-00.000001002000,  -4.60000,
,,,-00.000001001000,  -4.80000,
,,,-00.000001000000,  -4.60000,
,,,-00.000000999000,  -4.80000,
,,,-00.000000998000,  -4.60000,
,,,-00.000000997000,  -4.80000,
,,,-00.000000996000,  -4.60000,
,,,-00.000000995000,  -4.60000,
,,,-00.000000994000,  -4.60000,
,,,-00.000000993000,  -4.80000,
,,,-00.000000992000,  -4.60000,
,,,-00.000000991000,  -4.80000,
,,,-00.000000990000,  -4.60000,
,,,-00.000000989000,  -5.00000,
,,,-00.000000988000,  -4.60000,
,,,-00.000000987000,  -4.60000,
,,,-00.000000986000,  -4.80000,
,,,-00.000000985000,  -4.80000,
,,,-00.000000984000,  -4.80000,
,,,-00.000000983000,  -4.80000,
,,,-00.000000982000,  -4.80000,
,,,-00.000000981000,  -4.80000,
,,,-00.000000980000,  -4.80000,
,,,-00.000000979000,  -4.60000,
,,,-00.000000978000,  -5.00000,
,,,-00.000000977000,  -4.80000,
,,,-00.000000976000,  -4.80000,
,,,-00.000000975000,  -5.00000,
,,,-00.000000974000,  -4.80000,
,,,-00.000000973000,  -4.80000,
,,,-00.000000972000,  -4.60000,
,,,-00.000000971000,  -4.80000,
,,,-00.000000970000,  -4.80000,
,,,-00.000000969000,  -4.60000,
,,,-00.000000968000,  -4.80000,
,,,-00.000000967000,  -4.80000,
,,,-00.000000966000,  -4.60000,
,,,-00.000000965000,  -4.60000,
,,,-00.000000964000,  -4.80000,
,,,-00.000000963000,  -4.80000,
,,,-00.000000962000,  -4.60000,
,,,-00.000000961000,  -4.80000,
,,,-00.000000960000,  -4.80000,
,,,-00.000000959000,  -4.80000,
,,,-00.000000958000,  -4.60000,
,,,-00.000000957000,  -4.80000,
,,,-00.000000956000,  -4.60000,
,,,-00.000000955000,  -4.80000,
,,,-00.000000954000,  -4.80000,
,,,-00.000000953000,  -4.60000,
,,,-00.000000952000,  -4.80000,
,,,-00.000000951000,  -4.80000,
,,,-00.000000950000,  -4.80000,
,,,-00.000000949000,  -4.80000,
