Record Length,2.500000e+03,,  -0.000001080000,  -4.80000,
Sample Interval,1.000000e-09,,  -0.000001079000,  -4.80000,
Trigger Point,1.080000000000e+03,,  -0.000001078000,  -5.00000,
,,,  -0.000001077000,  -5.20000,
,,,  -0.000001076000,  -5.00000,
,,,  -0.000001075000,  -5.20000,
Source,CH1,,  -0.000001074000,  -4.80000,
Vertical Units,V,,  -0.000001073000,  -5.00000,
Vertical Scale,5.000000e+00,,  -0.000001072000,  -5.20000,
Vertical Offset,1.400000e+00,,  -0.000001071000,  -5.00000,
Horizontal Units,s,,  -0.000001070000,  -4.80000,
Horizontal Scale,2.500000e-07,,  -0.000001069000,  -5.20000,
Pt Fmt,Y,,  -0.000001068000,  -4.80000,
Yzero,0.000000e+00,,  -0.000001067000,  -5.00000,
Probe Atten,1.000000e+00,,  -0.000001066000,  -5.20000,
Model Number,TDS1001B,,  -0.000001065000,  -5.00000,
Serial Number,C040194,,  -0.000001064000,  -5.00000,
Firmware Version,FV:v22.01,,  -0.000001063000,  -5.00000,
,,,-00.000001062000,  -4.80000,
,,,-00.000001061000,  -5.00000,
,,,-00.000001060000,  -5.00000,
,,,-00.000001059000,  -4.80000,
,,,-00.000001058000,  -5.20000,
,,,-00.000001057000,  -5.00000,
,,,-00.000001056000,  -5.00000,
,,,-00.000001055000,  -4.80000,
,,,-00.000001054000,  -5.00000,
,,,-00.000001053000,  -5.20000,
,,,-00.000001052000,  -4.80000,
,,,-00.000001051000,  -5.00000,
,,,-00.000001050000,  -5.00000,
,,,-00.000001049000,  -5.00000,
,,,-00.000001048000,  -5.20000,
,,,-00.000001047000,  -4.80000,
,,,-00.000001046000,  -5.00000,
,,,-00.000001045000,  -5.00000,
,,,-00.000001044000,  -5.00000,
,,,-00.000001043000,  -5.00000,
,,,-00.000001042000,  -5.20000,
,,,-00.000001041000,  -5.00000,
,,,-00.000001040000,  -5.20000,
,,,-00.000001039000,  -5.00000,
,,,-00.000001038000,  -5.20000,
,,,-00.000001037000,  -5.00000,
,,,-00.000001036000,  -4.80000,
,,,-00.000001035000,  -5.00000,
,,,-00.000001034000,  -5.00000,
,,,-00.000001033000,  -5.00000,
,,,-00.000001032000,  -5.00000,
,,,-00.000001031000,  -5.00000,
,,,-00.000001030000,  -5.00000,
,,,-00.000001029000,  -5.00000,
,,,-00.000001028000,  -4.60000,
,,,-00.000001027000,  -5.00000,
,,,-00.000001026000,  -5.00000,
